4053834-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x87aea9d6537fcdd055b2b5253f03c56287ce1a8affa4e64ec40b0ca370c3fcdb, 4053834, 2000.0, 2023-04-05 10:03:37, balances, transfer_keep_alive
3904118-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x76ec1fe7e2233ffdf89badc9fae4785a9de661d69b478de90160b858044fc968, 3904118, 8561.15958, 2023-03-15 05:44:18, balances, transfer_keep_alive
3904067-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x58a2d61f47f5e7ae85af188a32ccba67a18bd10df0dcc817d59bf4e3cc052eb8, 3904067, 8399.896, 2023-03-15 05:34:06, balances, transfer_keep_alive
3904036-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xfb619ee70f140412f3e3280ccec812a6e545a7ac0c9f893c55bbf5b414c3b46e, 3904036, 418.99751, 2023-03-15 05:27:54, balances, transfer_keep_alive
3903785-2, pAyLdXcpEb8oTiAh1VeZkL94UvD5ytUKX4C2tvrPNaZT6vA, 0x85e0d5f79b808a4ece5760e425c4acad0d16474b142986b36d2e2a784a3834b0, 3903785, 0.4, 2023-03-15 04:37:18, balances, transfer_keep_alive
3903772-2, pAyLdXcpEb8oTiAh1VeZkL94UvD5ytUKX4C2tvrPNaZT6vA, 0xa2a5a9803adac95ec6b7717a8af44b275e138686335ac911c676a1badae6abb6, 3903772, 2028.0, 2023-03-15 04:34:42, balances, transfer_keep_alive
3903764-2, pAyLdXcpEb8oTiAh1VeZkL94UvD5ytUKX4C2tvrPNaZT6vA, 0x454eeac69e11381aa3dfb7d508cdebf531599bf18246803c768b81d3636a80ed, 3903764, 2.03, 2023-03-15 04:33:06, balances, transfer_keep_alive
3903745-2, pAyLdXcpEb8oTiAh1VeZkL94UvD5ytUKX4C2tvrPNaZT6vA, 0x2bf7262a1de13de356fa80f7b9d79008b31d51f23c6dbdc41ecd77e06a3856e5, 3903745, 1.0, 2023-03-15 04:29:18, balances, transfer_keep_alive
3903724-2, ox6m5rE9aUgEWC2yqSyrDUjBGGLt5V9bJtRA9Kxu26HSZHJ, 0xd85fee6f970fef728796a4fe2675788c663a1906853a122e56c6d18aca5572e1, 3903724, 88.54, 2023-03-15 04:25:00, balances, transfer_keep_alive
3903680-2, ox6m5rE9aUgEWC2yqSyrDUjBGGLt5V9bJtRA9Kxu26HSZHJ, 0x235c379e73c88a066dba24aca648783798d4d69fb652c683666f356b96766cd1, 3903680, 2.0, 2023-03-15 04:16:06, balances, transfer_keep_alive
3903572-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x60f10a2e75aece421d165407aa2cab8153856cf78c387679d54355ce63be507b, 3903572, 7043.396, 2023-03-15 03:54:18, balances, transfer_keep_alive
3903549-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xce257887ca5179e3d0c5d12abe83ae2d2cfb67413e49f56057bf893025cbe454, 3903549, 6751.16, 2023-03-15 03:49:42, balances, transfer_keep_alive
3902946-2, paF5CpaoWMieKxUmFgPtkuFUSNGZz6cGbUpAbesrZeHKWU2, 0x04c70a7412c10c5a0c5640b552bf00b2f824be870ec8e1547a18809ce28ace94, 3902946, 52853.8782, 2023-03-15 01:48:18, balances, transfer_keep_alive
3902860-2, paF5CpaoWMieKxUmFgPtkuFUSNGZz6cGbUpAbesrZeHKWU2, 0x1f6a5947349f75ebe6f669518a4ae0a90af55fea57fbbc04f5ca0f50d6920a5f, 3902860, 20000.0, 2023-03-15 01:31:06, balances, transfer_keep_alive
3902824-2, paF5CpaoWMieKxUmFgPtkuFUSNGZz6cGbUpAbesrZeHKWU2, 0x1bbea7fc98fbae012d8b26c671b8e3432954ad7c1987084b92c77018fcb43eb2, 3902824, 10000.0, 2023-03-15 01:23:48, balances, transfer_keep_alive
3902482-2, saTrUas1phQF7HNEeqSwwHhMrQ56K9Q1j6hn122fKEiUtAc, 0x5a5fdbe28fbea7fdcbacd7d663f50a9cf61a0981b2a13c61ab6e2653348265b3, 3902482, 1349.896, 2023-03-15 00:14:18, balances, transfer_keep_alive
3902000-2, tcNKKAME5D7mDxXNi7wK3yBH3wb2SKMhx6762ap3rSKu9yv, 0x8985a01d436b8b16c7f25026a233a9e228a817cf6dd2c7f1c85f3f556734a024, 3902000, 40.0, 2023-03-14 22:37:12, balances, transfer_keep_alive
3901887-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x0e9a9e405717db50944a7ac7b52b4ba272edb9631fc121d9190dd1a2fc812214, 3901887, 2622.896, 2023-03-14 22:14:12, balances, transfer_keep_alive
3901688-2, qHfv2aFjMCwyXVBD5UH4HF8WHAtJyfex3Jvu13a2yCUwJYd, 0x9f76772a999e8a6be9c7e75695e48848ee6e64ae53b834a39a0643bd14c8bcd4, 3901688, 4247.0, 2023-03-14 21:33:48, balances, transfer_keep_alive
3901523-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x953e7c527286c982c9a7ca9e69fa4cc0a09fbca79c252f1b7ec0c6467af0a799, 3901523, 1968.81054, 2023-03-14 21:00:18, balances, transfer_keep_alive
3901447-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xef6b2bd46f14ab4dff14b8d03f884c197d3c453affdbc1e4df8be54f4324c0c4, 3901447, 2418.99, 2023-03-14 20:45:00, balances, transfer_keep_alive
3900804-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x883850d43716b33749af3269632330ac564f95a04b4d2be7bd8a9a4cef7427eb, 3900804, 3810.296, 2023-03-14 18:34:06, balances, transfer_keep_alive
3900743-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x6ab85b2eec6d70e12f5a5d614f0424db521c2937338df249d37b83097cb1d7f6, 3900743, 6193.37, 2023-03-14 18:21:42, balances, transfer_keep_alive
3900606-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xc67f0969b9308c20fca50be345748b968659f329ec12967a8cbc15dbe14427c2, 3900606, 7532.296, 2023-03-14 17:54:12, balances, transfer_keep_alive
3899295-3, ouXnY4PvZoffDmUGF4SKsJuccYi6S8ZzyAZAFek6sfnwDt6, 0x9a94c2d4cdc1909d1d7eee018bb67d031c2534de4ae04c03409621f7f6f56a0b, 3899295, 488.0, 2023-03-14 13:28:18, balances, transfer_keep_alive
3899262-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x4f40898e4333e047b6970f1df1497f8b03e04081493b9c1eff9695b61626e0c6, 3899262, 6371.44, 2023-03-14 13:21:42, balances, transfer_keep_alive
3899226-3, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x4e606c9fa7915277d6bd902017de640941315d91a3edc63e6e37433895b25998, 3899226, 7627.396, 2023-03-14 13:14:18, balances, transfer_keep_alive
3898928-2, or3JV27jibmCYYX7GRvLRdpznSrtHWAVRNcc1jBobSd6Tjh, 0x72f76e7972d78de267221d9311119ced8ae549379e5e0151d8a099ff6f8f6e72, 3898928, 1.0, 2023-03-14 12:14:06, balances, transfer_keep_alive
3897343-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0xdd21a65d786603671456c44268cb9126e9341098e304e2e1958de090d2b4a784, 3897343, 2272.396, 2023-03-14 06:54:06, balances, transfer_keep_alive
3897012-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x7820b7ae3d692f41f80ba889c215b6a006a565c0a070fe87d6884bebc12149b8, 3897012, 1350.0, 2023-03-14 05:47:18, balances, transfer_keep_alive
3896177-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x4d98cfd890dfba81436d95212fb3cbc1cd980ad29357a5a2e9a454f18ea11816, 3896177, 3590.99, 2023-03-14 02:59:18, balances, transfer_keep_alive
3896169-11, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x0a2e33eefba6ce15772cece2dcb8a0ffe08ca98b772c5f604cf73a6b584911ba, 3896169, 7847.0, 2023-03-14 02:57:42, balances, transfer_keep_alive
3895953-2, s3Du9nrGGoYm4e2kMHJZ1RefyHj6y8C36PCB2VU29NDTGt8, 0x9faf525366a78ae082b2dac09fc67c35981ed4d5e3fa7118d1fb1122a020c211, 3895953, 1962.896, 2023-03-14 02:14:18, balances, transfer_keep_alive
3895627-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x5e067754807c40d6027ad2bc24fa0cf98fc42178e814e300668a9ffd4e029dc6, 3895627, 611.2115, 2023-03-14 01:08:42, balances, transfer_keep_alive
3895542-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x61491d462807e63cf140500872a07e80efee90c51fad41a2e8c8f82f08260cae, 3895542, 525.36883, 2023-03-14 00:51:30, balances, transfer_keep_alive
3895457-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x943043aa5515f40a207678d6d728ddc9e6364484444a081e0386933c3c701cd5, 3895457, 3812.496, 2023-03-14 00:34:18, balances, transfer_keep_alive
3895306-4, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x181247d014c8b19efcc9be0ddb6529341cd7d3ad472285f9c6667941b3f8d23c, 3895306, 1350.0, 2023-03-14 00:03:42, balances, transfer_keep_alive
3894962-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x8202e43bf557d179d637611177165758078660838bd9ae08b50c89da7c8d7dc7, 3894962, 1965.496, 2023-03-13 22:54:12, balances, transfer_keep_alive
3894863-2, saTrUas1phQF7HNEeqSwwHhMrQ56K9Q1j6hn122fKEiUtAc, 0x9d626ddcd13b380c9d9f3c56a5e7a92748e24aafd25623ce21a4f68e6460ad4b, 3894863, 930.656, 2023-03-13 22:34:12, balances, transfer_keep_alive
3894770-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x16bde98d9f17db72740236700bb7910d75719ece9b25e2cdf38f263284b58184, 3894770, 1280.99, 2023-03-13 22:15:24, balances, transfer_keep_alive
3894513-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x51d236f08617180ab2b45b772032a0fe597712a8e435b640ecfe1c341a654157, 3894513, 1412.99, 2023-03-13 21:23:42, balances, transfer_keep_alive
3894487-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x0db67798ade4524cdea2bc18cecc4ee2b6beeb1b455f67d7a63d9fe79ef1d83d, 3894487, 9516.89, 2023-03-13 21:18:30, balances, transfer_keep_alive
3894466-3, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xebb1feb1af42f443026e6baf3b22b5b5002337eca1d9b55e03b908e61494bced, 3894466, 9233.896, 2023-03-13 21:14:06, balances, transfer_keep_alive
3894466-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0xcb1e081a4f4b08bfb9ac54bada2c8eff6ae5e2101acc2b3b479cf4a0f4931774, 3894466, 2483.896, 2023-03-13 21:14:06, balances, transfer_keep_alive
3894449-3, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xf76ee768bdb49b4dcfa5eeda7ea81e9aca0bf9f6b8a32422d374866f1e8fef5c, 3894449, 2158.73054, 2023-03-13 21:10:42, balances, transfer_keep_alive
3894368-3, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x50382bdbe9f5ff74bf7a89ef75e1fd832268083648b4b53ff2de761bbc24e697, 3894368, 9240.996, 2023-03-13 20:54:12, balances, transfer_keep_alive
3894359-6, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x8e32872d1c4473332865bec01e646b14e3b19d1de0b85c228eab1528a0bb0ac6, 3894359, 9238.99, 2023-03-13 20:52:06, balances, transfer_keep_alive
3893783-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xbf486857a1df269ca9b4f759041e6234c576f59fb73bccabe6c37ec430ad9c08, 3893783, 539.60864, 2023-03-13 18:55:36, balances, transfer_keep_alive
3893087-4, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x5b731950e643c9bb201629ccb6174e48f35158c66da4fd7dbc0b6967a78ccb11, 3893087, 12422.996, 2023-03-13 16:34:06, balances, transfer_keep_alive
3893087-3, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x11b70e40549fbac44e4296d7057b3943cb29fff833cc6998dc05c40a0934e95d, 3893087, 5704.296, 2023-03-13 16:34:06, balances, transfer_keep_alive
3893087-2, sKtjBryLzf39u3veMpX4QRWbTUKq3J7vTWgaMPbeQg8JtMv, 0x986de375bdedf1ad263974eaaf820456d3e6f5dbf7102dec2380d59cac25b279, 3893087, 1980.296, 2023-03-13 16:34:06, balances, transfer_keep_alive
3893064-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x19e2d907b450d79da018fac48ac40e4ab192cdb1e17e955364e90c9cf227e755, 3893064, 12426.49, 2023-03-13 16:29:30, balances, transfer_keep_alive
3891757-2, otbJKpC7EMUHZ36rtiPN9ymD3Yo8QouApZP77W72fCVsfwu, 0x3b77e8ba5f447ee47c269556750d06e39df0b13823e03aeceb400ad7500b764d, 3891757, 143.0, 2023-03-13 12:04:48, balances, transfer_keep_alive
3891540-2, pAyLdXcpEb8oTiAh1VeZkL94UvD5ytUKX4C2tvrPNaZT6vA, 0x3d32ce6175a43cacc3a699427bc55213803df47c69cea949822b85588df8e632, 3891540, 1.0, 2023-03-13 11:21:06, balances, transfer_keep_alive
3890923-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x9a9fed2337d913d229897d85e1d428a8417c3deeafc9708c9022b24b6fad95a2, 3890923, 12434.5, 2023-03-13 09:16:54, balances, transfer_keep_alive
3890811-4, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x341dfd0b7cf99dbb3eaed92de69dc4cc49d8644e36c110d74897bba14b39fdd5, 3890811, 5316.396, 2023-03-13 08:54:06, balances, transfer_keep_alive
3890811-3, sSyVcTeZvXjctRFpS5AAhjN3MDWbt5Lnf72Es7W82AbGMRR, 0x6d7954b7253f6541f27f1c486662642f2d7bc1f5aad4ac6f9afae9064790ff9a, 3890811, 2324.096, 2023-03-13 08:54:06, balances, transfer_keep_alive
3890811-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x258ea139eec0cb14b1f9afbd1f434e47cc77b056e9af385bebf81d33b85aabd3, 3890811, 12809.396, 2023-03-13 08:54:06, balances, transfer_keep_alive
3890711-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xc973194e52b66cfedb40e67b0742096612c0dd38375d3c90878a9e89af6c0f57, 3890711, 6780.896, 2023-03-13 08:34:06, balances, transfer_keep_alive
3890614-4, sSyVcTeZvXjctRFpS5AAhjN3MDWbt5Lnf72Es7W82AbGMRR, 0x5fe57aac9cadcbb97212382a110d5a49c01121bdca758a1997b4deabe065aaa2, 3890614, 2388.696, 2023-03-13 08:14:12, balances, transfer_keep_alive
3890614-3, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0xe3ed23046ad481af9c46bd5459b220cca29d8aa8a1a9cfb34ad310e46b9be758, 3890614, 5842.196, 2023-03-13 08:14:12, balances, transfer_keep_alive
3890614-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x604950326908272a862eee963b71f864d9f5a3acb284bab0706e13472b9e2037, 3890614, 8086.896, 2023-03-13 08:14:12, balances, transfer_keep_alive
3890579-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x7fdd08e4142fe0932c58997db04ac179e619811b6184d1617e90ba41b58949de, 3890579, 7012.89, 2023-03-13 08:07:06, balances, transfer_keep_alive
3890146-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xf0bc0a22bef01e2635a26fc98b7a4611b2571b48414ea4fc409482fa01405d01, 3890146, 8092.59, 2023-03-13 06:40:00, balances, transfer_keep_alive
3890117-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x64bea823081abec13129cda7006ada93dfaa9515d347d4e072b6aa15a70f225f, 3890117, 8091.096, 2023-03-13 06:34:12, balances, transfer_keep_alive
3889620-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x04d8c2b526f956087e293c68066883672f543a8761290240edb2412acfaae981, 3889620, 7998.896, 2023-03-13 04:54:06, balances, transfer_keep_alive
3889565-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x775b7679deaa691c6e63b2596b2b3126ee536b28dfb76c03a4198802d3b91734, 3889565, 8004.39, 2023-03-13 04:42:54, balances, transfer_keep_alive
3889519-4, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xcfc72e833ea85f7dc7f95fdf822bf9fde9199510578d937f1cb8188a5776ac73, 3889519, 3363.20379, 2023-03-13 04:33:42, balances, transfer_keep_alive
3889501-3, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x346d0f18e93edf1fe94e582ff0542c663e62fd74d369971914090d92be27b8b0, 3889501, 1350.0, 2023-03-13 04:30:06, balances, transfer_keep_alive
3889451-3, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x48b1f4db3cfd2bd2cf9e7661a9da67854b13b9aea17a9b5b10722205d031416f, 3889451, 7.48815, 2023-03-13 04:19:48, balances, transfer_keep_alive
3889424-2, sQVf35zeCwsZ96x7qunirNshgUfWhGWZemoxVS9oP9MNnHm, 0x8b65e519d45a61957b4f65e42207ed686482c5e77f36217e692e3214f6931156, 3889424, 7.29415, 2023-03-13 04:14:18, balances, transfer_keep_alive
3889378-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x48b9ce4e0bf36a165b4dea75c4f7b766639e46c3de7e2ac01116da2c4507004c, 3889378, 102.49659, 2023-03-13 04:05:06, balances, transfer_keep_alive
3889324-4, sKtjBryLzf39u3veMpX4QRWbTUKq3J7vTWgaMPbeQg8JtMv, 0x9d9660496489bbd8b745507ad3684c429f5641decc0d6e195f577cdba4db9b2f, 3889324, 2169.196, 2023-03-13 03:54:12, balances, transfer_keep_alive
3889324-3, saTrUas1phQF7HNEeqSwwHhMrQ56K9Q1j6hn122fKEiUtAc, 0x5e225dfb3302865f650e8922cf359176e6a34c9e45e4ccc7f9a890be5d42fb74, 3889324, 1349.896, 2023-03-13 03:54:12, balances, transfer_keep_alive
3889324-2, srb2w1ntAvwQNHY4AP3Ee3ehTo6UGowFz9teKmyton3BZbU, 0x150cd75214e72a8bdfec19c51b113f4c751eb7dedb26735d5a0e391cf59b8d8c, 3889324, 5876.996, 2023-03-13 03:54:12, balances, transfer_keep_alive
3889322-2, pD2nFrzj5SToszAJf46NiVYrmEi9MddN6cuLLw9knLwNjtx, 0xbd7791c69ae4e6a8b022446f7711ac189c5ef8b56a7b049daa38f74165df17f6, 3889322, 10.0, 2023-03-13 03:53:48, balances, transfer_keep_alive
3889026-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xeeb8280a914d1cfecb1fccdd1d49402f75d423eee8a7e907f4489ba616b204fe, 3889026, 9267.196, 2023-03-13 02:54:18, balances, transfer_keep_alive
3889024-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x178f55556ac53f6a6fe8972f29176d5a679ef93b9559a8c0b4aa67f949bebfe1, 3889024, 9268.69, 2023-03-13 02:53:54, balances, transfer_keep_alive
3888926-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0xd21c7fbba5c6752a925a66cd3c4cb97dbfc2305d3a96c2cb350fad69d0f0cf01, 3888926, 4223.996, 2023-03-13 02:34:12, balances, transfer_keep_alive
3888895-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x04fdab73991a6491fcc82c723f798f3490ae4a708d2a968e917a05cdb27e0744, 3888895, 1350.0, 2023-03-13 02:28:00, balances, transfer_keep_alive
3888784-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x6e06969eb23f9e7b82ff5df709818695f3a5b329441eaefe1e768d84d4538c6e, 3888784, 1350.0, 2023-03-13 02:05:30, balances, transfer_keep_alive
3888731-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x5f16a42a953c4e818618d8cc0e8f4f42d8f681252370fa5d974e451bb3205a37, 3888731, 1350.0, 2023-03-13 01:54:54, balances, transfer_keep_alive
3888491-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xd351f6fa2452f215745872c8b7d7a3f244fb357f1de8937732461ee1c940aaa4, 3888491, 118.3138, 2023-03-13 01:06:18, balances, transfer_keep_alive
3888002-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xb0d6459045ea349ef03b3272ff8b9f69e9ed22a9cc48dfee76e5cf20eec7f90d, 3888002, 486.99172, 2023-03-12 23:27:00, balances, transfer_keep_alive
3887911-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x8c6d69f46d7a5953f520bccb8cd54e5a5283cb87afe9a82b96d133ebd1cd490e, 3887911, 66.6034, 2023-03-12 23:08:36, balances, transfer_keep_alive
3887883-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x654f8dbf3ea3188ddb80dc0ca08bf3c993e4256681dc184d9acb104d036b56ef, 3887883, 1350.0, 2023-03-12 23:03:00, balances, transfer_keep_alive
3887874-2, ooF5FRC9k5XhVFcZkjWAgD4CRF7ouPnq3LTtF9KQhNKDZ77, 0xcd08800c4a8972ff4c5280494cfc9268ba8b5f322dc3f9babc74bf1ec593baa7, 3887874, 50.0, 2023-03-12 23:01:12, balances, transfer_keep_alive
3887857-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x15eaf2177d3e1b05ed2f7131634446afe370e3c4f9ff749a39b12b817f78dff0, 3887857, 1350.0, 2023-03-12 22:57:48, balances, transfer_keep_alive
3887841-2, ooF5FRC9k5XhVFcZkjWAgD4CRF7ouPnq3LTtF9KQhNKDZ77, 0xf7f90edc7dfd759d36aeab91fabc6cba0b9cbf6d9ccf16c97442856394dd08fa, 3887841, 1.0, 2023-03-12 22:54:36, balances, transfer_keep_alive
3887490-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xe5c5b2443202139c3d65ec8b15192800ee87da9cf2238316354688c9704d3e93, 3887490, 568.92353, 2023-03-12 21:44:06, balances, transfer_keep_alive
3887416-3, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xec6502dc5eeb69996707f49eaaa5254182999ffc06b068506366b2586c79d0ea, 3887416, 1065.38402, 2023-03-12 21:29:06, balances, transfer_keep_alive
3887298-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xcbb371e1cba50172c16358fdb57bddb343d55150e8d949c1c18898c19d61d1da, 3887298, 735.05938, 2023-03-12 21:05:00, balances, transfer_keep_alive
3886694-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x89694944146ceead2a9d5eeecacf9bdee587e0027bc4d062593d3ba667340dbe, 3886694, 7693.87, 2023-03-12 19:03:06, balances, transfer_keep_alive
3886649-3, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xd898e4aed317949b5dd9520fcc6884b4b1403452b312a7929313eff2a4799bf7, 3886649, 5979.296, 2023-03-12 18:54:06, balances, transfer_keep_alive
3886649-2, pq1hS97kpV4KuMRDij1Lri9Xbi1BBKWSYT792aDALdqZQdn, 0x5a141c363c60e5b140940291130b8fac79745e6bc69a56aeecaa1ffdbf3f935f, 3886649, 3174.896, 2023-03-12 18:54:06, balances, transfer_keep_alive
3886550-3, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0x6f0ab68d76f609a9a323a56b5c9adb83b1c650df8424b8e72e6ff97e3060431a, 3886550, 9530.396, 2023-03-12 18:34:06, balances, transfer_keep_alive
3886540-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x4fc9143fb34d9c4189d06cee55b9be70f3e0277278c9aa5d6d53ef5e436c10c0, 3886540, 6857.48, 2023-03-12 18:32:06, balances, transfer_keep_alive
3886254-3, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x1f4db9761489deff33c1f2dcbf72559de8ac32ca5aaf37aefdf50d26e0f18146, 3886254, 8335.19, 2023-03-12 17:34:18, balances, transfer_keep_alive
3886253-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xca37d74140d11f3fbec3cbcfb8a2d95e7e049da3eb70747650b8363a83295570, 3886253, 8609.196, 2023-03-12 17:34:06, balances, transfer_keep_alive
3885881-3, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0x5694bd21ad94478b67c421e07e07fee0370d78814e9e3004b19a7eed35a675d7, 3885881, 1011.17005, 2023-03-12 16:19:24, balances, transfer_keep_alive
3885726-2, rJekkd4nne4A6VpRWj4eDmjgYye2gXjDaJ1gTGoJLYgy2T1, 0xa252a4a5dc17f3aeb1af1bce87e429024063791981fd144b5220b8fefa4a3e9e, 3885726, 8560.67, 2023-03-12 15:48:18, balances, transfer_keep_alive
3885657-3, pLApu6i5QbQH4NBZGBzRsu2R4jFSyPJC4tfVjyMStrCxa8g, 0x7ec6d0eaf09f567374ffb172d1a4a808383eb96688afad07911b0927b56fefdd, 3885657, 978.796, 2023-03-12 15:34:18, balances, transfer_keep_alive
3885657-2, r7CoksEB7iXBpU7UrBZTNYMDRiJfY1aYUFTJCXdeAyJVR5u, 0xff52858df0226c63ab31b0b7db6bda5d3c17cce5b655ba5347df42101bd081d3, 3885657, 8498.296, 2023-03-12 15:34:18, balances, transfer_keep_alive
